Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
1997,DC,Full-Service Providers,"1,553,682","7,924,524","262,378",NA,"366,197",10106781
1997,DE,Full-Service Providers,"3,257,281","3,068,181","3,741,116",NA,"55,850",10122428
1997,FL,Full-Service Providers,"87,845,337","63,337,075","18,265,804",NA,"5,592,799",175041015
1997,GA,Full-Service Providers,"36,830,702","30,199,718","33,957,321",NA,"1,262,173",102249914
1997,HI,Full-Service Providers,"2,668,050","2,781,653","3,856,455",NA,"56,941",9363099
1997,IA,Full-Service Providers,"11,673,483","7,593,666","15,530,878",NA,"1,349,956",36147983
1997,ID,Full-Service Providers,"6,627,929","5,969,036","8,322,400",NA,"315,917",21235282
1997,IL,Full-Service Providers,"37,245,850","38,136,036","42,375,224",NA,"8,691,594",126448704
1997,IN,Full-Service Providers,"26,550,478","18,513,773","43,549,837",NA,"532,526",89146614
1997,KS,Full-Service Providers,"10,862,127","11,424,472","9,364,946",NA,"618,464",32270009
1997,KY,Full-Service Providers,"20,998,186","12,169,202","40,599,518",NA,"3,068,608",76835514
1997,LA,Full-Service Providers,"24,501,646","16,222,309","32,492,666",NA,"2,669,045",75885666
1997,MA,Full-Service Providers,"16,274,470","20,833,676","9,929,540",NA,"621,658",47659344
1997,MD,Full-Service Providers,"21,936,663","23,418,551","10,127,855",NA,"781,419",56264488
1997,ME,Full-Service Providers,"3,658,971","3,279,440","4,957,063",NA,"63,465",11958939
1997,MI,Full-Service Providers,"28,726,279","32,410,931","35,429,624",NA,"823,826",97390660
1997,MN,Full-Service Providers,"17,073,458","10,137,365","27,713,011",NA,"750,459",55674293
1997,MO,Full-Service Providers,"26,595,252","22,824,947","15,267,140",NA,"985,186",65672525
1997,MS,Full-Service Providers,"14,817,360","9,954,827","14,622,088",NA,"694,450",40088725
1997,MT,Full-Service Providers,"3,803,973","3,292,924","4,536,674",NA,"283,918",11917489
1997,NC,Full-Service Providers,"40,611,106","31,388,363","35,095,124",NA,"1,955,432",109050025
1997,ND,Full-Service Providers,"3,436,886","2,299,844","2,076,353",NA,"469,352",8282435
1997,NE,Full-Service Providers,"7,988,645","6,500,198","6,579,572",NA,"1,513,929",22582344
1997,NH,Full-Service Providers,"3,367,518","3,248,467","2,338,537",NA,"126,708",9081230
1997,NJ,Full-Service Providers,"22,286,447","29,752,874","13,369,139",NA,"506,574",65915034
1997,NM,Full-Service Providers,"4,501,977","5,440,427","6,186,941",NA,"1,398,604",17527949
1997,NV,Full-Service Providers,"7,801,402","5,453,694","10,034,363",NA,"929,637",24219096
1997,NY,Full-Service Providers,"40,058,511","54,226,491","25,282,176",NA,"12,369,075",131936253
1997,OH,Full-Service Providers,"43,634,915","36,373,148","73,888,462",NA,"4,611,569",158508094
1997,OK,Full-Service Providers,"17,375,599","11,754,259","12,801,828",NA,"2,521,167",44452853
1997,OR,Full-Service Providers,"17,184,524","14,046,845","15,931,002",NA,"440,427",47602798
1997,PA,Full-Service Providers,"42,715,385","35,899,233","47,956,989",NA,"1,303,681",127875288
1997,RI,Full-Service Providers,"2,486,430","2,651,983","1,380,476",NA,"174,372",6693261
1997,SC,Full-Service Providers,"21,611,334","14,805,904","31,277,693",NA,"839,510",68534441
1997,SD,Full-Service Providers,"3,376,342","2,206,528","1,840,765",NA,"348,913",7772548
1997,TN,Full-Service Providers,"33,366,969","24,745,253","27,710,271",NA,"1,094,578",86917071
1997,TX,Full-Service Providers,"101,094,027","72,042,446","100,428,660",NA,"13,138,376",286703509
1997,UT,Full-Service Providers,"5,660,706","6,469,491","7,429,910",NA,"815,418",20375525
1997,VA,Full-Service Providers,"33,923,494","24,905,199","19,249,298",NA,"9,342,349",87420340
1997,VT,Full-Service Providers,"1,992,280","1,674,921","1,560,518",NA,"84,427",5312146
1997,WA,Full-Service Providers,"31,749,220","21,582,705","31,347,981",NA,"3,626,583",88306489
1997,WI,Full-Service Providers,"18,510,446","15,729,539","25,103,437",NA,"750,580",60094002
1997,WV,Full-Service Providers,"9,026,671","5,944,201","11,180,299",NA,"96,053",26247224
1997,WY,Full-Service Providers,"2,007,299","2,393,863","7,210,826",NA,"174,217",11786205
1997,US,Full-Service Providers,"1,075,766,590","928,440,265","1,032,653,445",NA,"102,900,664",3139760964
1997,CA,Energy-Only Providers,0,"3,887",0,NA,0,3887
1997,ID,Energy-Only Providers,0,0,"1,158,549",NA,0,1158549
1997,IL,Energy-Only Providers,"18,359","24,494","461,761",NA,0,504614
1997,MA,Energy-Only Providers,"3,766",0,"218,745",NA,0,222511
1997,MO,Energy-Only Providers,0,"38,806",0,NA,0,38806
1997,NH,Energy-Only Providers,"21,068","31,683","33,188",NA,0,85939
1997,NY,Energy-Only Providers,743,"4,224","2,705",NA,0,7672
1997,OR,Energy-Only Providers,0,581,"948,912",NA,0,949493
1997,PA,Energy-Only Providers,"69,572","25,951","105,603",NA,0,201126
1997,RI,Energy-Only Providers,0,"45,365","5,882",NA,0,51247
1997,WA,Energy-Only Providers,0,"17,518","2,608,102",NA,0,2625620
1997,US,Energy-Only Providers,"113,508","192,509","5,543,447",NA,0,5849464
1996,AK,Total Electric Industry,"1,766,184","2,249,874","584,198",NA,"179,306",4779562
1996,AL,Total Electric Industry,"25,634,024","13,327,556","33,522,650",NA,"620,189",73104419
1996,AR,Total Electric Industry,"12,933,994","7,442,490","15,139,481",NA,"620,611",36136576
1996,AZ,Total Electric Industry,"19,746,491","17,252,365","12,782,917",NA,"2,302,766",52084539
1996,CA,Total Electric Industry,"71,396,104","83,391,860","57,682,712",NA,"5,641,809",218112485
1996,CO,Total Electric Industry,"11,870,577","14,239,275","9,947,015",NA,"1,016,108",37072975
1996,CT,Total Electric Industry,"10,942,903","11,171,958","5,928,241",NA,"373,843",28416945
1996,DC,Total Electric Industry,"1,614,293","7,904,611","251,644",NA,"366,119",10136667
1996,DE,Total Electric Industry,"3,271,209","2,910,775","3,399,404",NA,"59,312",9640700
1996,FL,Total Electric Industry,"88,314,752","60,988,112","17,212,028",NA,"5,317,130",171832022
1996,GA,Total Electric Industry,"37,762,979","29,139,733","33,175,253",NA,"1,229,171",101307136
1996,HI,Total Electric Industry,"2,675,881","2,761,274","3,884,280",NA,"57,526",9378961
1996,IA,Total Electric Industry,"11,537,222","7,338,062","14,788,783",NA,"1,335,349",34999416
1996,ID,Total Electric Industry,"6,507,968","5,883,266","9,042,133",NA,"347,905",21781272
1996,IL,Total Electric Industry,"37,554,191","37,440,776","42,423,260",NA,"8,572,154",125990381
1996,IN,Total Electric Industry,"26,860,496","18,291,938","43,203,154",NA,"545,784",88901372
1996,KS,Total Electric Industry,"10,672,347","11,004,916","9,230,522",NA,"382,841",31290626
1996,KY,Total Electric Industry,"21,353,214","10,658,512","41,929,526",NA,"3,077,482",77018734
1996,LA,Total Electric Industry,"24,310,803","15,919,843","32,544,269",NA,"2,494,180",75269095
1996,MA,Total Electric Industry,"16,255,780","20,345,620","10,085,167",NA,"607,206",47293773
1996,MD,Total Electric Industry,"22,985,771","23,126,093","10,098,448",NA,"787,208",56997520
1996,ME,Total Electric Industry,"3,679,190","3,211,822","4,771,700",NA,"63,719",11726431
1996,MI,Total Electric Industry,"28,901,473","32,037,663","34,499,412",NA,"863,018",96301566
1996,MN,Total Electric Industry,"17,157,124","10,114,971","26,934,450",NA,"735,154",54941699
1996,MO,Total Electric Industry,"26,447,604","22,522,442","14,914,972",NA,"958,225",64843243
1996,MS,Total Electric Industry,"14,964,600","7,912,999","16,042,796",NA,"701,979",39622374
1996,MT,Total Electric Industry,"3,910,516","3,298,600","6,305,683",NA,"304,757",13819556
1996,NC,Total Electric Industry,"41,591,843","30,662,155","34,141,749",NA,"1,900,647",108296394
1996,ND,Total Electric Industry,"3,601,630","2,377,747","1,835,276",NA,"499,506",8314159
1996,NE,Total Electric Industry,"7,740,905","6,271,903","6,193,276",NA,"1,291,380",21497464
1996,NH,Total Electric Industry,"3,429,127","3,245,865","2,343,740",NA,"127,058",9145790
1996,NJ,Total Electric Industry,"22,632,226","30,152,284","13,602,503",NA,"502,417",66889430
1996,NM,Total Electric Industry,"4,328,452","5,295,854","5,920,823",NA,"1,628,264",17173393
1996,NV,Total Electric Industry,"7,526,332","5,150,392","9,074,624",NA,"822,681",22574029
1996,NY,Total Electric Industry,"40,284,542","52,915,305","25,947,477",NA,"12,379,862",131527186
1996,OH,Total Electric Industry,"44,573,250","36,034,487","73,394,154",NA,"4,585,446",158587337
1996,OK,Total Electric Industry,"17,302,792","11,552,577","12,160,194",NA,"2,275,740",43291303
1996,OR,Total Electric Industry,"17,284,645","13,387,964","17,028,787",NA,"708,114",48409510
1996,PA,Total Electric Industry,"43,644,620","35,396,258","47,207,540",NA,"1,374,608",127623026
1996,RI,Total Electric Industry,"2,480,612","2,607,368","1,350,838",NA,"165,380",6604198
1996,SC,Total Electric Industry,"22,513,555","14,544,887","29,184,592",NA,"843,181",67086215
1996,SD,Total Electric Industry,"3,426,185","2,179,182","1,784,753",NA,"346,042",7736162
1996,TN,Total Electric Industry,"35,333,276","5,548,085","45,781,283",NA,"996,370",87659014
1996,TX,Total Electric Industry,"99,656,148","70,865,539","95,308,450",NA,"12,619,446",278449583
1996,UT,Total Electric Industry,"5,481,283","5,911,250","7,659,819",NA,"805,717",19858069
1996,VA,Total Electric Industry,"34,650,534","24,564,931","19,020,734",NA,"9,359,444",87595643
1996,VT,Total Electric Industry,"2,006,213","1,648,630","1,537,130",NA,"47,519",5239492
1996,WA,Total Electric Industry,"32,012,445","21,451,061","31,247,488",NA,"3,713,112",88424106
1996,WI,Total Electric Industry,"18,684,891","15,433,148","23,870,906",NA,"754,683",58743628
1996,WV,Total Electric Industry,"9,276,528","5,936,377","10,820,337",NA,"93,536",26126778
1996,WY,Total Electric Industry,"2,022,027","2,424,519","6,890,808",NA,"137,715",11475069
1996,US,Total Electric Industry,"1,082,511,751","887,445,174","1,033,631,379",NA,"97,538,719",3101127023
1996,AK,Full-Service Providers,"1,766,184","2,249,874","584,198",NA,"179,306",4779562
1996,AL,Full-Service Providers,"25,634,024","13,327,556","33,522,650",NA,"620,189",73104419
1996,AR,Full-Service Providers,"12,933,994","7,442,490","15,139,481",NA,"620,611",36136576
1996,AZ,Full-Service Providers,"19,746,491","17,252,365","12,782,917",NA,"2,302,766",52084539
1996,CA,Full-Service Providers,"71,396,104","83,391,860","57,682,712",NA,"5,641,809",218112485
1996,CO,Full-Service Providers,"11,870,577","14,239,275","9,947,015",NA,"1,016,108",37072975
1996,CT,Full-Service Providers,"10,942,903","11,171,958","5,928,241",NA,"373,843",28416945
1996,DC,Full-Service Providers,"1,614,293","7,904,611","251,644",NA,"366,119",10136667
1996,DE,Full-Service Providers,"3,271,209","2,910,775","3,399,404",NA,"59,312",9640700
1996,FL,Full-Service Providers,"88,314,752","60,988,112","17,212,028",NA,"5,317,130",171832022
1996,GA,Full-Service Providers,"37,762,979","29,139,733","33,175,253",NA,"1,229,171",101307136
1996,HI,Full-Service Providers,"2,675,881","2,761,274","3,884,280",NA,"57,526",9378961
1996,IA,Full-Service Providers,"11,537,222","7,338,062","14,788,783",NA,"1,335,349",34999416
1996,ID,Full-Service Providers,"6,507,968","5,883,266","8,380,114",NA,"347,905",21119253
1996,IL,Full-Service Providers,"37,534,693","37,431,971","42,050,306",NA,"8,572,154",125589124
1996,IN,Full-Service Providers,"26,860,496","18,291,938","43,203,154",NA,"545,784",88901372
1996,KS,Full-Service Providers,"10,672,347","11,004,916","9,230,522",NA,"382,841",31290626
1996,KY,Full-Service Providers,"21,353,214","10,658,512","41,929,526",NA,"3,077,482",77018734
1996,LA,Full-Service Providers,"24,310,803","15,919,843","32,544,269",NA,"2,494,180",75269095
1996,MA,Full-Service Providers,"16,255,780","20,345,620","10,085,167",NA,"607,206",47293773
1996,MD,Full-Service Providers,"22,985,771","23,126,093","10,098,448",NA,"787,208",56997520
1996,ME,Full-Service Providers,"3,679,190","3,211,822","4,771,700",NA,"63,719",11726431
1996,MI,Full-Service Providers,"28,901,473","32,037,663","34,499,412",NA,"863,018",96301566
1996,MN,Full-Service Providers,"17,157,124","10,114,971","26,934,450",NA,"735,154",54941699
1996,MO,Full-Service Providers,"26,447,604","22,522,442","14,914,972",NA,"958,225",64843243
1996,MS,Full-Service Providers,"14,964,600","7,912,999","16,042,796",NA,"701,979",39622374
1996,MT,Full-Service Providers,"3,910,516","3,298,600","6,305,683",NA,"304,757",13819556
1996,NC,Full-Service Providers,"41,591,843","30,662,155","34,141,749",NA,"1,900,647",108296394
1996,ND,Full-Service Providers,"3,601,630","2,377,747","1,835,276",NA,"499,506",8314159
1996,NE,Full-Service Providers,"7,740,905","6,271,903","6,193,276",NA,"1,291,380",21497464
1996,NH,Full-Service Providers,"3,427,415","3,238,893","2,334,068",NA,"127,058",9127434
1996,NJ,Full-Service Providers,"22,632,226","30,152,284","13,602,503",NA,"502,417",66889430
1996,NM,Full-Service Providers,"4,328,452","5,295,854","5,920,823",NA,"1,628,264",17173393
1996,NV,Full-Service Providers,"7,526,332","5,150,392","9,074,624",NA,"822,681",22574029
1996,NY,Full-Service Providers,"40,284,542","52,915,305","25,947,477",NA,"12,379,862",131527186
1996,OH,Full-Service Providers,"44,573,250","36,034,487","73,394,154",NA,"4,585,446",158587337
1996,OK,Full-Service Providers,"17,302,792","11,552,577","12,160,194",NA,"2,275,740",43291303
1996,OR,Full-Service Providers,"17,284,645","13,387,964","15,804,189",NA,"708,114",47184912
1996,PA,Full-Service Providers,"43,644,620","35,396,258","47,207,540",NA,"1,374,608",127623026
1996,RI,Full-Service Providers,"2,480,612","2,607,368","1,350,838",NA,"165,380",6604198
1996,SC,Full-Service Providers,"22,513,555","14,544,887","29,184,592",NA,"843,181",67086215
1996,SD,Full-Service Providers,"3,426,185","2,179,182","1,784,753",NA,"346,042",7736162
1996,TN,Full-Service Providers,"35,333,276","5,548,085","45,781,283",NA,"996,370",87659014
1996,TX,Full-Service Providers,"99,656,148","70,865,539","95,308,450",NA,"12,619,446",278449583
1996,UT,Full-Service Providers,"5,481,283","5,911,250","7,659,819",NA,"805,717",19858069
1996,VA,Full-Service Providers,"34,650,534","24,564,931","19,020,734",NA,"9,359,444",87595643
1996,VT,Full-Service Providers,"2,006,213","1,648,630","1,537,130",NA,"47,519",5239492
1996,WA,Full-Service Providers,"32,012,445","21,446,321","30,241,380",NA,"3,713,112",87413258
1996,WI,Full-Service Providers,"18,684,891","15,433,148","23,870,906",NA,"754,683",58743628
1996,WV,Full-Service Providers,"9,276,528","5,936,377","10,820,337",NA,"93,536",26126778
1996,WY,Full-Service Providers,"2,022,027","2,424,519","6,890,808",NA,"137,715",11475069
1996,US,Full-Service Providers,"1,082,490,541","887,424,657","1,030,356,028",NA,"97,538,719",3097809945
1996,ID,Energy-Only Providers,0,0,"662,019",NA,0,662019
1996,IL,Energy-Only Providers,"19,498","8,805","372,954",NA,0,401257
1996,NH,Energy-Only Providers,"1,712","6,972","9,672",NA,0,18356
1996,OR,Energy-Only Providers,0,0,"1,224,598",NA,0,1224598
1996,WA,Energy-Only Providers,0,"4,740","1,006,108",NA,0,1010848
1996,US,Energy-Only Providers,"21,210","20,517","3,275,351",NA,0,3317078
1995,AK,Total Electric Industry,"1,712,906","2,200,043","546,437",NA,"172,444",4631830
1995,AL,Total Electric Industry,"24,313,900","12,284,265","32,847,459",NA,"561,140",70006764
1995,AR,Total Electric Industry,"12,416,960","7,146,835","14,483,009",NA,"624,630",34671434
1995,AZ,Total Electric Industry,"18,035,537","16,289,626","11,991,782",NA,"2,272,024",48588969
1995,CA,Total Electric Industry,"68,782,855","80,874,224","57,367,161",NA,"5,580,484",212604724
1995,CO,Total Electric Industry,"11,306,705","13,419,623","9,706,459",NA,"884,032",35316819
1995,CT,Total Electric Industry,"10,759,880","10,926,399","5,913,391",NA,"370,299",27969969
1995,DC,Total Electric Industry,"1,608,442","8,079,035","262,118",NA,"365,975",10315570
1995,DE,Total Electric Industry,"3,168,325","2,842,288","3,511,083",NA,"57,837",9579533
1995,FL,Total Electric Industry,"85,769,777","60,078,878","16,472,743",NA,"5,170,740",167492138
1995,GA,Total Electric Industry,"35,812,315","27,741,054","31,493,470",NA,"1,145,331",96192170
1995,HI,Total Electric Industry,"2,606,284","2,721,151","3,802,683",NA,"57,490",9187608
1995,IA,Total Electric Industry,"11,639,680","7,606,592","13,771,042",NA,"1,283,605",34300919
1995,ID,Total Electric Industry,"6,193,159","5,291,053","7,843,133",NA,"292,501",19619846
1995,IL,Total Electric Industry,"38,386,140","37,217,396","42,250,818",NA,"8,376,711",126231065
1995,IN,Total Electric Industry,"26,560,115","18,123,180","41,776,936",NA,"545,726",87005957
1995,KS,Total Electric Industry,"10,355,800","10,273,412","9,356,007",NA,"371,663",30356882
1995,KY,Total Electric Industry,"20,537,145","10,524,271","40,490,216",NA,"2,996,566",74548198
1995,LA,Total Electric Industry,"24,116,405","15,575,389","30,691,823",NA,"2,443,573",72827190
1995,MA,Total Electric Industry,"15,992,797","19,893,756","10,026,006",NA,"597,725",46510284
1995,MD,Total Electric Industry,"22,233,806","23,096,404","10,057,219",NA,"770,616",56158045
1995,ME,Total Electric Industry,"3,628,879","2,835,160","4,959,345",NA,"137,918",11561302
1995,MI,Total Electric Industry,"28,622,895","31,305,837","33,920,578",NA,"851,824",94701134
1995,MN,Total Electric Industry,"16,974,435","9,699,907","26,577,059",NA,"707,370",53958771
1995,MO,Total Electric Industry,"25,408,756","21,606,492","14,320,602",NA,"923,117",62258967
1995,MS,Total Electric Industry,"14,181,239","7,539,403","15,477,114",NA,"670,724",37868480
1995,MT,Total Electric Industry,"3,639,879","3,133,252","6,367,702",NA,"277,690",13418523
1995,NC,Total Electric Industry,"39,506,250","29,194,750","34,062,921",NA,"1,908,835",104672756
1995,ND,Total Electric Industry,"3,383,623","2,237,223","1,771,328",NA,"490,462",7882636
1995,NE,Total Electric Industry,"7,596,719","5,986,221","5,801,512",NA,"1,508,027",20892479
1995,NH,Total Electric Industry,"3,364,430","3,225,628","2,286,339",NA,"130,963",9007360
1995,NJ,Total Electric Industry,"22,469,707","29,791,577","13,988,821",NA,"503,680",66753785
1995,NM,Total Electric Industry,"4,124,028","5,094,369","5,650,560",NA,"1,546,589",16415546
1995,NV,Total Electric Industry,"6,655,122","4,731,450","8,495,716",NA,"777,109",20659397
1995,NY,Total Electric Industry,"39,887,485","52,751,202","25,317,222",NA,"12,514,808",130470717
1995,OH,Total Electric Industry,"44,010,400","35,549,248","74,473,401",NA,"4,592,497",158625546
1995,OK,Total Electric Industry,"16,319,162","11,114,527","11,714,291",NA,"2,244,472",41392452
1995,OR,Total Electric Industry,"16,314,688","12,899,706","15,839,121",NA,"671,792",45725307
1995,PA,Total Electric Industry,"42,801,877","34,543,587","47,527,881",NA,"1,377,252",126250597
1995,RI,Total Electric Industry,"2,471,630","2,625,223","1,373,804",NA,"165,020",6635677
1995,SC,Total Electric Industry,"21,392,287","14,020,035","28,818,612",NA,"843,461",65074395
1995,SD,Total Electric Industry,"3,268,121","2,088,316","1,721,838",NA,"335,267",7413542
1995,TN,Total Electric Industry,"30,966,826","5,176,066","44,827,805",NA,"1,059,632",82030329
1995,TX,Total Electric Industry,"92,831,137","68,579,803","90,093,116",NA,"11,774,536",263278592
1995,UT,Total Electric Industry,"5,040,743","5,642,481","6,957,294",NA,"819,722",18460240
1995,VA,Total Electric Industry,"33,471,693","24,027,876","18,554,114",NA,"9,108,802",85162485
1995,VT,Total Electric Industry,"1,973,274","1,604,646","1,484,095",NA,"42,087",5104102
1995,WA,Total Electric Industry,"30,147,253","20,401,343","34,276,432",NA,"3,528,386",88353414
1995,WI,Total Electric Industry,"18,634,995","14,893,291","23,690,037",NA,"748,581",57966904
1995,WV,Total Electric Industry,"9,165,753","5,851,560","10,867,084",NA,"92,308",25976705
1995,WY,Total Electric Industry,"1,939,252","2,329,722","6,816,611",NA,"112,950",11198535
1995,US,Total Electric Industry,"1,042,501,471","862,684,775","1,012,693,350",NA,"95,406,993",3013286589
1995,AK,Full-Service Providers,"1,712,906","2,200,043","546,437",NA,"172,444",4631830
1995,AL,Full-Service Providers,"24,313,900","12,284,265","32,847,459",NA,"561,140",70006764
1995,AR,Full-Service Providers,"12,416,960","7,146,835","14,483,009",NA,"624,630",34671434
1995,AZ,Full-Service Providers,"18,035,537","16,289,626","11,991,782",NA,"2,272,024",48588969
1995,CA,Full-Service Providers,"68,782,855","80,874,224","57,367,161",NA,"5,580,484",212604724
1995,CO,Full-Service Providers,"11,306,705","13,419,623","9,706,459",NA,"884,032",35316819
1995,CT,Full-Service Providers,"10,759,880","10,926,399","5,913,391",NA,"370,299",27969969
1995,DC,Full-Service Providers,"1,608,442","8,079,035","262,118",NA,"365,975",10315570
1995,DE,Full-Service Providers,"3,168,325","2,842,288","3,511,083",NA,"57,837",9579533
1995,FL,Full-Service Providers,"85,769,777","60,078,878","16,472,743",NA,"5,170,740",167492138
1995,GA,Full-Service Providers,"35,812,315","27,741,054","31,493,470",NA,"1,145,331",96192170
1995,HI,Full-Service Providers,"2,606,284","2,721,151","3,802,683",NA,"57,490",9187608
1995,IA,Full-Service Providers,"11,639,680","7,606,592","13,771,042",NA,"1,283,605",34300919
1995,ID,Full-Service Providers,"6,193,159","5,291,053","7,843,133",NA,"292,501",19619846
1995,IL,Full-Service Providers,"38,386,140","37,217,396","42,250,818",NA,"8,376,711",126231065
1995,IN,Full-Service Providers,"26,560,115","18,123,180","41,776,936",NA,"545,726",87005957
1995,KS,Full-Service Providers,"10,355,800","10,273,412","9,356,007",NA,"371,663",30356882
1995,KY,Full-Service Providers,"20,537,145","10,524,271","40,490,216",NA,"2,996,566",74548198
1995,LA,Full-Service Providers,"24,116,405","15,575,389","30,691,823",NA,"2,443,573",72827190
1995,MA,Full-Service Providers,"15,992,797","19,893,756","10,026,006",NA,"597,725",46510284
1995,MD,Full-Service Providers,"22,233,806","23,096,404","10,057,219",NA,"770,616",56158045
1995,ME,Full-Service Providers,"3,628,879","2,835,160","4,959,345",NA,"137,918",11561302
1995,MI,Full-Service Providers,"28,622,895","31,305,837","33,920,578",NA,"851,824",94701134
1995,MN,Full-Service Providers,"16,974,435","9,699,907","26,577,059",NA,"707,370",53958771
1995,MO,Full-Service Providers,"25,408,756","21,606,492","14,320,602",NA,"923,117",62258967
1995,MS,Full-Service Providers,"14,181,239","7,539,403","15,477,114",NA,"670,724",37868480
1995,MT,Full-Service Providers,"3,639,879","3,133,252","6,367,702",NA,"277,690",13418523
1995,NC,Full-Service Providers,"39,506,250","29,194,750","34,062,921",NA,"1,908,835",104672756
1995,ND,Full-Service Providers,"3,383,623","2,237,223","1,771,328",NA,"490,462",7882636
1995,NE,Full-Service Providers,"7,596,719","5,986,221","5,801,512",NA,"1,508,027",20892479
1995,NH,Full-Service Providers,"3,364,430","3,225,628","2,286,339",NA,"130,963",9007360
1995,NJ,Full-Service Providers,"22,469,707","29,791,577","13,988,821",NA,"503,680",66753785
1995,NM,Full-Service Providers,"4,124,028","5,094,369","5,650,560",NA,"1,546,589",16415546
1995,NV,Full-Service Providers,"6,655,122","4,731,450","8,495,716",NA,"777,109",20659397
1995,NY,Full-Service Providers,"39,887,485","52,751,202","25,317,222",NA,"12,514,808",130470717
1995,OH,Full-Service Providers,"44,010,400","35,549,248","74,473,401",NA,"4,592,497",158625546
1995,OK,Full-Service Providers,"16,319,162","11,114,527","11,714,291",NA,"2,244,472",41392452
1995,OR,Full-Service Providers,"16,314,688","12,899,706","15,839,121",NA,"671,792",45725307
1995,PA,Full-Service Providers,"42,801,877","34,543,587","47,527,881",NA,"1,377,252",126250597
1995,RI,Full-Service Providers,"2,471,630","2,625,223","1,373,804",NA,"165,020",6635677
1995,SC,Full-Service Providers,"21,392,287","14,020,035","28,818,612",NA,"843,461",65074395
1995,SD,Full-Service Providers,"3,268,121","2,088,316","1,721,838",NA,"335,267",7413542
1995,TN,Full-Service Providers,"30,966,826","5,176,066","44,827,805",NA,"1,059,632",82030329
1995,TX,Full-Service Providers,"92,831,137","68,579,803","90,093,116",NA,"11,774,536",263278592
1995,UT,Full-Service Providers,"5,040,743","5,642,481","6,957,294",NA,"819,722",18460240
1995,VA,Full-Service Providers,"33,471,693","24,027,876","18,554,114",NA,"9,108,802",85162485
1995,VT,Full-Service Providers,"1,973,274","1,604,646","1,484,095",NA,"42,087",5104102
1995,WA,Full-Service Providers,"30,147,253","20,401,343","34,276,432",NA,"3,528,386",88353414
1995,WI,Full-Service Providers,"18,634,995","14,893,291","23,690,037",NA,"748,581",57966904
1995,WV,Full-Service Providers,"9,165,753","5,851,560","10,867,084",NA,"92,308",25976705
1995,WY,Full-Service Providers,"1,939,252","2,329,722","6,816,611",NA,"112,950",11198535
1995,US,Full-Service Providers,"1,042,501,471","862,684,775","1,012,693,350",NA,"95,406,993",3013286589
1994,AK,Total Electric Industry,"1,688,134","2,154,843","511,428",NA,"178,974",4533379
1994,AL,Total Electric Industry,"23,158,543","11,844,229","31,918,985",NA,"658,919",67580676
1994,AR,Total Electric Industry,"11,642,130","6,865,634","13,525,887",NA,"585,447",32619098
1994,AZ,Total Electric Industry,"18,212,371","15,624,769","11,303,258",NA,"2,141,637",47282035
1994,CA,Total Electric Industry,"68,866,355","76,924,502","59,863,696",NA,"8,029,749",213684302
1994,CO,Total Electric Industry,"10,938,748","12,953,194","9,620,137",NA,"990,200",34502279
1994,CT,Total Electric Industry,"10,898,426","10,844,625","5,916,930",NA,"365,690",28025671
1994,DC,Total Electric Industry,"1,571,539","8,093,088","267,295",NA,"362,753",10294675
1994,DE,Total Electric Industry,"3,107,179","2,684,562","3,446,827",NA,"60,403",9298971
1994,FL,Total Electric Industry,"80,595,125","57,447,392","16,512,738",NA,"4,989,045",159544300
1994,GA,Total Electric Industry,"32,734,558","26,161,354","29,942,276",NA,"1,074,896",89913084
1994,HI,Total Electric Industry,"2,556,879","2,542,915","3,790,665",NA,"57,963",8948422
1994,IA,Total Electric Industry,"11,061,653","7,477,060","13,224,138",NA,"1,276,400",33039251
1994,ID,Total Electric Industry,"6,221,886","5,637,525","7,646,628",NA,"372,576",19878615
1994,IL,Total Electric Industry,"35,705,729","35,662,744","41,765,360",NA,"8,356,215",121490048
1994,IN,Total Electric Industry,"25,048,144","17,462,431","40,762,764",NA,"534,204",83807543
1994,KS,Total Electric Industry,"10,130,537","10,110,627","9,001,458",NA,"371,199",29613821
1994,KY,Total Electric Industry,"19,480,850","10,094,521","40,048,861",NA,"2,861,135",72485367
1994,LA,Total Electric Industry,"22,628,608","15,040,773","29,869,646",NA,"2,592,779",70131806
1994,MA,Total Electric Industry,"16,048,966","19,371,255","9,710,222",NA,"960,911",46091354
1994,MD,Total Electric Industry,"21,666,119","13,253,587","19,037,490",NA,"794,427",54751623
1994,ME,Total Electric Industry,"3,691,828","2,811,591","4,951,832",NA,"150,564",11605815
1994,MI,Total Electric Industry,"27,174,208","30,411,630","32,716,794",NA,"857,355",91159987
1994,MN,Total Electric Industry,"16,006,557","8,996,867","25,450,840",NA,"700,841",51155105
1994,MO,Total Electric Industry,"24,056,901","20,613,575","14,106,043",NA,"916,239",59692758
1994,MS,Total Electric Industry,"13,641,721","7,093,799","15,255,933",NA,"635,116",36626569
1994,MT,Total Electric Industry,"3,566,917","3,096,032","5,960,540",NA,"560,645",13184134
1994,NC,Total Electric Industry,"37,206,780","27,457,860","33,307,132",NA,"1,817,410",99789182
1994,ND,Total Electric Industry,"3,242,829","1,884,264","2,011,279",NA,"542,392",7680764
1994,NE,Total Electric Industry,"7,379,419","5,808,823","5,344,841",NA,"1,340,065",19873148
1994,NH,Total Electric Industry,"3,430,562","3,220,992","2,182,353",NA,"122,314",8956221
